,mean_return,std_return,median_return,share_positive_return,max_drawdown,rec_period,beta,alpha,sharp,VaR,CVaR,CAPM,coef_var,IR
HPQ,0.0006702768770723126,0.024372658331327374,0.0016419692690334,0.5326939843068875,-50.37850257827723,588,1.1784819584735973,0.00016291938400968373,0.02261670641467006,-0.03579545414989507,-0.05968784565102874,0.0004861096408633911,0.8862404395184518,0.012978078004430207
HRL,0.00034064526386714145,0.014362786530630783,0.0008582045699105,0.5283347863993025,-22.917849034673175,411,0.3731870142394776,0.00017998160107054982,0.015428596975032136,-0.0218326353052983,-0.033047044124541715,0.00023528425633951097,0.6055849260388548,-0.005645299689098459
HSIC,0.00046565729456085115,0.019181152965612673,0.0009110788438559,0.5257192676547515,-41.41907361077165,226,0.8019602976259306,0.00012039908910961545,0.01807032539361019,-0.02990563187021604,-0.04562718208721518,0.00036883436049576774,0.7901017194140684,0.0021986341989844098
HST,0.00020539988558579932,0.02594703277005132,0.0,0.4864864864864865,-59.280896990486234,83,1.1031175021755262,-0.0002695118654453243,0.0033280208686463026,-0.03703138200152045,-0.055257858804446544,0.00046263585791498957,3.277745299857476,-0.010630118984754817
HSY,0.0006898402511979328,0.015025429837415422,0.0011087800732088,0.5466434176111595,-30.960344164174437,408,0.5779263303126633,0.0004410326627456682,0.03798843948736563,-0.01948014965586268,-0.03435822221796756,0.0002990544538912333,0.3272693082304881,0.018488040832015915
HUM,0.0008113344386696317,0.021254094943853885,0.0006970280428502,0.5222319093286836,-43.60074019171327,276,0.9077944661017683,0.0004205127368812801,0.032571926560542794,-0.026731889709949302,-0.047451433428181256,0.0004017985510619506,0.556782173111104,0.021993173009166762
HWM,0.0006519498437827471,0.03007789806316181,0.0014940581055524,0.5274629468177855,-68.91693499428852,454,1.3761326499411004,5.9500204332970773e-05,0.01771740244667579,-0.041697897892266834,-0.07112277637779742,0.0005476719430282167,1.387652686054519,0.009209110544556205
IBM,3.844064698013573e-05,0.017725973779994506,0.0005460781791757,0.5196163905841326,-43.96286685080402,2,0.8670602591420145,-0.0003348442525038656,-0.00454739316823633,-0.027530223055203945,-0.04437461868834686,0.000389111059109952,8.173903696559044,-0.02942362553982795
ICE,0.000431208996589103,0.015899595421844985,0.0008959341449104,0.5274629468177855,-34.925435184936525,115,0.8171650044335497,7.940489378814667e-05,0.019633290612702952,-0.02249737982229052,-0.03765730222191657,0.0003735701737017242,0.5862519951531605,5.9538723639622994e-05
IDXX,0.0009788467186135888,0.021075526830441522,0.0024559941063453,0.5693112467306015,-53.6145445211744,183,1.0098203966216923,0.0005441010348212901,0.040796090483682455,-0.03578512510036948,-0.048755999437494084,0.00043357658895638293,0.45377669734622145,0.034383976252437276
IEX,0.00047260606259149826,0.01668356321786209,0.0010157243217381,0.5283347863993025,-35.52400793274075,135,0.8956371400655121,8.701830640218586e-05,0.021192022287262073,-0.02537196277786365,-0.03908361464681004,0.0003980119061815133,0.5889498753319802,0.003675934843568709
IFF,2.3937542067833216e-06,0.020011834779443596,0.0,0.4995640802092415,-39.89927856575258,1,0.8748244421173275,-0.00037423376446770314,-0.005829243851276647,-0.028104038904419176,-0.04733938442667948,0.00039152937080337607,167.29935350292146,-0.02650720223199739
ILMN,0.00023054464598650027,0.025669678922458607,0.0009674987390351,0.5292066259808196,-66.23161598603717,251,1.1097612480409704,-0.000247227356084192,0.004343530251223033,-0.03898917501528788,-0.06275455415388281,0.0004647051868277196,2.858155361459576,-0.009624489564056836
INCY,6.918393882281597e-05,0.022836009890823496,-0.000261220579559,0.4934612031386225,-42.255448315425916,575,0.7825856068820527,-0.0002677331168517956,-0.0021835548531987836,-0.03370907453825923,-0.05176588647751656,0.0003627997215219863,7.5376359977037035,-0.017714211866498065
INTC,0.00012643668277846352,0.02368909714200231,0.0,0.4986922406277245,-46.925661596745414,219,1.2050001472254044,-0.0003923373633072636,0.0003119183346900623,-0.032748822830827556,-0.05611793460937972,0.0004943692666541313,4.438374299857927,-0.01759706642041908
INTU,0.001118056282013162,0.02269700208798001,0.0018105521296409,0.5466434176111595,-49.13914559388544,105,1.3124328236613536,0.0005530305534153408,0.04401500511358735,-0.03600449620916704,-0.051134647326012556,0.0005278313448286125,0.46075847170608214,0.0471464845857251
IP,-1.054784007770793e-05,0.021000409253493488,0.0002429128083949,0.5039232781168265,-59.32698206450367,2,1.0249191297951332,-0.0004517937976809189,-0.006171092075444594,-0.03115415780949735,-0.04756544750172177,0.0004382793945323618,-41.81113721531214,-0.02814766725941461
IPG,0.0005959338328383714,0.023261378460405307,0.0008799145695761,0.5213600697471665,-50.57244178652169,744,1.140969483545803,0.00010472612900339561,0.020501201792597595,-0.032453714774033096,-0.05261986094742195,0.0004744256224604754,0.9079728286293863,0.009512961466644335
IPGP,-0.00024006072324235194,0.02993122699302942,0.0006333157280522,0.5135135135135135,-68.10587110512274,4,1.1802653447904268,-0.0007481859959085317,-0.01199778219494986,-0.04810431944263263,-0.07065137478693376,0.0004866651125720814,-3.731882238827649,-0.026461094811381685
IQV,0.0009074869186283847,0.02052482494559395,0.0012801317292907,0.5318221447253705,-49.43110005938719,140,1.145040944163809,0.0004145263784114839,0.03841393540118935,-0.0291484797731626,-0.04582774840911131,0.00047569376114978064,0.46421433785954647,0.03544048209922511
IR,0.0005235818644442129,0.023826253844070135,0.0006129468927051,0.5117698343504795,-50.271672562586154,482,1.1005108917320292,4.9792305679584726e-05,0.0169785081634759,-0.03549673451050394,-0.053934624823844084,0.00046182397641557707,1.0842437654800658,0.005017790365234826
IRM,0.00039811548963847884,0.020118085632742345,0.0009490281150787,0.5231037489102005,-42.150537590302505,541,0.8060420082896008,5.110003497792219e-05,0.013871492332087234,-0.029650862898578618,-0.04826300478949447,0.0003701056917689375,1.0166330626670375,-0.0019004134391167053
ISRG,0.0007501039398070124,0.02280957100850851,0.0020513226726659,0.5649520488230165,-47.810738408945205,159,1.2623506636551232,0.00020663947395506606,0.02766629501817436,-0.03560212106033286,-0.053303907024329945,0.0005122322439882411,0.6936059151029781,0.02078514874271478
IT,0.0008537734284793246,0.021945864036218895,0.0020129711596996,0.5701830863121186,-51.3330208540657,387,1.0583940661339755,0.0003981159139921169,0.03347901036018144,-0.033046669017725946,-0.051123822620352234,0.00044870583994744865,0.5641086173811148,0.025585858228856756
ITW,0.00028603261945736293,0.017777818899029085,0.0010437988473261,0.5318221447253705,-37.847370348478606,472,0.9864284490544772,-0.00013864241387633513,0.00939288454664501,-0.0272532862397279,-0.04216881113252048,0.000426290694160546,1.1049468602785963,-0.012435318253997426
IVZ,-0.0002329007127626129,0.028764100578115206,0.0006502099354632,0.5056669572798606,-82.55208452335636,4,1.4831134601486042,-0.0008714074982572805,-0.012235680057314473,-0.04138786717461508,-0.0685158216585707,0.0005809932783341196,-3.5524729497553698,-0.03089434048515831
J,0.0007635007490902216,0.019088020450697834,0.0007854105746212,0.5239755884917175,-39.33179477061054,186,0.9705062215832594,0.0003456805185438595,0.0337621772622861,-0.02816766158980323,-0.04462414963340979,0.0004213313946435931,0.47721305468320346,0.024209293486430066
JBHT,0.0005360065389669076,0.019305133826239766,0.0002438653268148,0.5082824760244115,-42.378846481333575,526,0.8769620010676601,0.00015845876305596834,0.021598343926140157,-0.02701141345273452,-0.04283949636172613,0.0003921951567362178,0.695305308713848,0.006921107483493914
JCI,0.0004149933105433823,0.018378725568712423,0.0016347430014735,0.5370531822144725,-47.14349868664915,357,0.9176484926742586,1.9929274638294005e-05,0.016102623132888783,-0.028317705026493688,-0.04459733142116128,0.00040486778677720035,0.8139349356927367,-0.0011498325693575996
JKHY,0.000597490953347688,0.016419727646511607,0.0014109132151123,0.5457715780296426,-27.288711025070544,409,0.7304887211341421,0.00028300253576921266,0.029138323399762047,-0.024709265394182146,-0.038737276708282545,0.0003465730936339347,0.4512326998007774,0.012316140716660037
JNJ,0.0002774519783399039,0.01345862073590591,0.0004656955246598,0.5196163905841326,-27.82648521005333,499,0.5936504627507042,2.187487054371802e-05,0.01176973201047875,-0.019001660423004718,-0.033124021463073194,0.00030395205270681636,0.6528498127739076,-0.012654674533814745
JNPR,0.00015391872200033716,0.018007583321285263,0.0007326175209749,0.5143853530950305,-43.65829591242149,749,0.8573167363042662,-0.00021517141719479106,0.0019364676720112625,-0.02916876306152063,-0.04374982178886427,0.0003860762420160489,2.106781117064634,-0.02000140687019709
JPM,0.00026598123590711685,0.020485462474456935,-8.882427243250834e-05,0.4934612031386225,-43.98610756922032,389,1.1301317697747517,-0.00022056063893499689,0.007172579923089726,-0.028587233718273514,-0.04560008343097799,0.0004710499974879766,1.5777585639121192,-0.012095038403354824
K,0.00016649355209180246,0.015152201313458033,0.0008008847800118,0.5292066259808196,-30.39817918027391,80,0.35406896740537447,1.4060549293237263e-05,0.0031312897751722985,-0.021857426413358177,-0.03515526130067803,0.0002293295542979254,1.3789675441422904,-0.01567154983682802
KEYS,0.001345496574775911,0.021334757222347442,0.0021007853055485,0.5466434176111595,-37.18558879862614,244,1.0807163618804543,0.000880228914008649,0.05748595791114172,-0.03073414850590734,-0.04639735848539536,0.0004556585700672078,0.3382928461280654,0.05919409547996839
KHC,-0.0003798744598987479,0.02099631041026437,0.0003032788468555,0.5056669572798606,-75.00934308600664,3,0.7327582766088891,-0.0006953399615706664,-0.02376236915903383,-0.026306269804858833,-0.048779441400580256,0.0003472799925518126,-1.1605019483586212,-0.043069224222940385
KIM,0.0005133343557753187,0.02713118398847143,0.0011031692603138,0.5135135135135135,-64.4005519658306,384,1.088640056202982,4.465540333883233e-05,0.014532603401872906,-0.03432784769539369,-0.06103219260352759,0.0004581265647932742,1.4339604126135532,0.0036434509970739103
KLAC,0.0014388092523934034,0.028235962489879227,0.0012899233025447,0.5370531822144725,-37.54724649784178,257,1.5614086744368567,0.000766594981302995,0.046740451430293324,-0.04444906165480754,-0.06228148257459248,0.0006053799050860206,0.5541176333163272,0.05029386591617832
KMB,0.00021046731455974296,0.01491404525916685,0.0001983566957226,0.5065387968613775,-26.00730200894502,293,0.4558768354125865,1.4204209556564892e-05,0.006129771897797696,-0.022136938700493387,-0.03549508014226182,0.0002610396722159654,1.0568327270092044,-0.014239554462867687
KMI,0.00018849077710071557,0.02103951559470581,0.0005035361819991,0.5039232781168265,-55.12590087704585,277,0.9428408467656497,-0.0002174190163692227,0.003300606315792297,-0.02818390923824574,-0.04747374389591618,0.0004127144545692657,2.348450270451925,-0.014523313598768035
KMX,0.0006516356370579249,0.025267443023072145,0.0011212509127349,0.5283347863993025,-56.555446717514776,184,1.1039256162890305,0.00017637597849390433,0.021078033797246137,-0.0351437043320871,-0.057981668781865336,0.000462887561386755,0.9797556189632475,0.010875154160038277
KO,0.00036841663744871495,0.013859367396017262,0.0007671828921287,0.5309503051438536,-37.53533892217449,471,0.6492699599815385,8.889434451198617e-05,0.01799281390525491,-0.0195218267815106,-0.03469707962773185,0.00032127586912940277,0.5213718521181739,-0.005314346941142401
KR,0.0006209894522647191,0.020142767851391272,0.0008336997896829,0.5178727114210985,-36.05651469074274,374,0.3064053796664881,0.000489076473732706,0.024919208567576803,-0.02958018729341698,-0.046585857014530684,0.000214483766666955,0.6533622998512449,0.008716059672197365
L,0.0003446847478923809,0.02070315083006033,0.0009478890049636,0.5326939843068875,-48.71794993712444,460,1.1273827785334352,-0.00014067363721141564,0.010898685455990775,-0.02920987978267136,-0.048879098300585254,0.0004701937686117209,1.2435144198084842,-0.006146002119616794
LDOS,0.0005912499558094223,0.018756315380405404,0.0012916020798907,0.5457715780296426,-42.5174475496158,171,0.8398149534090634,0.00022969464617192067,0.02517564495930314,-0.02611656802295459,-0.042940307275715794,0.0003806249580411846,0.5950095440897214,0.010709449974821539
LH,0.0005671982886536099,0.01992734486993416,0.0006403760367172,0.5248474280732345,-46.57927061300037,417,0.9282536256599746,0.00016756855393018947,0.02248923138185602,-0.02670574246205665,-0.04708734225385292,0.0004081709697638996,0.7001062617941027,0.008866820630171853
LHX,0.0005808290434170907,0.018707952190427334,0.0003763834635417,0.5117698343504795,-34.69831090029045,370,0.7228447184403969,0.00026963150527531523,0.024683697054013236,-0.028192231786578047,-0.04197618105469275,0.00034419221451791873,0.6025653832671559,0.009199713580740981
LIN,0.0006838046085465185,0.01732835146709182,0.00118406011322,0.5379250217959896,-32.900917936793284,112,0.9610254341150859,0.0002700660260283896,0.032591501307636016,-0.026396521534057908,-0.0386473915272486,0.00041837841179014247,0.4391192466592393,0.022328052851530077
LKQ,0.0005500735101054106,0.025585292025047057,0.0006404245295175,0.5135135135135135,-68.0239263211467,797,1.211547694718284,2.8480628094525607e-05,0.01684662776707153,-0.032299515731943756,-0.05576884944733003,0.0004964086326396608,1.1900357970001032,0.006057644334242122
LLY,0.001369850819842079,0.01907865900623375,0.0014261411432179,0.5440278988666085,-22.864067316582258,187,0.6991216296709424,0.0010688664943500432,0.06556033106864445,-0.0244002759038763,-0.0385374245367551,0.0003368031791026378,0.26571888281828154,0.055181183677655336
LMT,0.00034597486366749687,0.017135967408379787,0.0008526564273245,0.5326939843068875,-37.069459144709896,516,0.7038217043647997,4.296707222696994e-05,0.013242744877590421,-0.023944984351313668,-0.041211628382657677,0.0003382671123494794,0.8487361651315273,-0.005729499370188887
LNC,0.00019627310872036868,0.034092639582824526,0.0008657655981478,0.5126416739319966,-80.14201054740853,8,1.8508106106320867,-0.0006005338553508141,0.0022651660480890114,-0.04773409888559481,-0.07743588846398172,0.0006955199866149821,5.921891599425982,-0.00912492662598321
LNT,0.00039170182160585035,0.01510318498143322,0.0008218152027472,0.5231037489102005,-33.53830331491299,369,0.5678608634115612,0.0001472275961013414,0.018052761910379366,-0.020198622149532747,-0.03627802315211535,0.0002959193608126564,0.5823465299401177,-0.002725509397431198
LOW,0.0008918086197869748,0.021378434608131686,0.0014012614493537,0.5440278988666085,-48.62921956242583,152,1.0882258824798077,0.0004233079765221913,0.036146753254114386,-0.0290308376259725,-0.050875747588606114,0.0004579975620171873,0.5124837954620067,0.029901188863546285
LRCX,0.0012221713716289691,0.03010338310612402,0.0016257849935992,0.5204882301656495,-46.730702760665196,375,1.6193168869617185,0.0005250265826607939,0.03664451097381604,-0.04614523066379217,-0.06675945056332998,0.0006234165881393993,0.7414784010414412,0.03579135147817593
LUMN,-2.2172118516510625e-05,0.028556622989756524,0.0,0.4934612031386225,-64.05337760588084,57,0.930150050172772,-0.0004226182978020876,-0.004945253422114592,-0.04025883140616166,-0.0668190392481673,0.00040876164950310413,-36.779557892577444,-0.017689029448281515
LUV,-0.00011444678442780497,0.024996586240355688,-0.000483072142254,0.4847428073234525,-63.87164984185145,6,1.0392702811563084,-0.0005618711685438824,-0.009341051663225094,-0.03625618070178881,-0.05702320685221099,0.0004427493506450884,-5.459562073285619,-0.026470399739570976
LVS,-0.00010080763813451783,0.028346928441169095,-0.0004455437299089,0.4899738448125545,-62.91374352822672,77,1.2008780705701934,-0.0006178070567319221,-0.007755875831077151,-0.041886975367717696,-0.062237524687731985,0.0004930853625771431,-7.971105830061265,-0.022816007349499477
LW,0.0005288537443502258,0.022927008878466156,0.000548218970066,0.5126416739319966,-53.05100966721531,253,0.8918694167039426,0.00014488806023892412,0.01787438245760488,-0.03042677492487253,-0.05529240913288695,0.00039683837259892757,0.9939378168894333,0.005047268047177524
LYB,0.00013953700247477648,0.026481787743446807,-0.0001166701952504,0.4952048823016565,-71.27335407066695,4,1.260118629284828,-0.00040296653278811836,0.0007737160204460795,-0.03770855138607535,-0.06038272648800914,0.0005115370317766057,5.025800107865567,-0.014230754402834313
LYV,0.0011110485608693944,0.029626751525405347,0.0002184826670414,0.5039232781168265,-61.22502722133403,230,1.2453736309607246,0.0005748930102583982,0.033483284219369136,-0.040957672322961616,-0.06851317683105568,0.0005069444040680528,0.7900144393880263,0.027785255205126834
MA,0.0009370371027314575,0.021191994773884316,0.0018242752569832,0.5501307759372276,-40.99721253417235,193,1.2463756200739733,0.0004004501779437769,0.0385989847775858,-0.03237872402201197,-0.048874431984625016,0.0005072564938264934,0.4792773319084319,0.038707293648967966
MAA,0.0006353723834487129,0.01735169507644681,0.0009921682481179,0.5466434176111595,-42.701498463227125,275,0.7935450855129828,0.0002937370768382414,0.02975644524216848,-0.02351359010509163,-0.04038763055806438,0.0003662132726208307,0.47386592472238237,0.014792175720045576
MAR,0.00044385454384378276,0.02564808955653614,0.0005257422283677,0.5204882301656495,-61.41840269889127,474,1.1056531775459701,-3.214886064025873e-05,0.012663981232605693,-0.03795595627978899,-0.05909954906526677,0.0004634256452523784,1.4820722397101864,0.000641568630101692
MAS,0.00039115017302655944,0.019307544433399815,0.0010345382819418,0.5222319093286836,-44.82965962963337,450,0.9586662575443011,-2.157274191852003e-05,0.014093068899441945,-0.029187949671352298,-0.04520126848535696,0.0004176435985707579,0.9530387502152428,-0.0027698472453634364
MCD,0.00044076750458410015,0.015476636780681174,0.0004555598989661,0.5161290322580645,-38.00587389222822,276,0.7617428914437787,0.00011282360948894885,0.02078745467090565,-0.01922615620885912,-0.03446139925786665,0.0003563078365899395,0.5434300023254796,0.0008597745367451839
MCHP,0.0006948810222270198,0.027624492979643672,0.0009332048104342,0.5196163905841326,-49.85163122301438,388,1.5180573865942326,4.133025341827401e-05,0.02084503066187419,-0.04186504317377675,-0.06253116958881948,0.0005918772704046704,1.0981917594132702,0.013492122892374878
MCK,0.0008442067418277644,0.01959970586978038,0.0012686430518307,0.5309503051438536,-38.75622305945594,701,0.8403266202723773,0.00048243115048362514,0.036998469650415776,-0.03022408751401375,-0.04433417908493765,0.0003807843270259991,0.4550407514517075,0.025785957496100534
MCO,0.0008003782480025507,0.02003565090580492,0.0017118967095257,0.5597210113339146,-42.13662411041642,174,1.1777159577869614,0.0002933505318917551,0.0340059143652543,-0.028704368956459,-0.04755202348888988,0.00048587105446949074,0.5015469975865738,0.030285093581641852
MDLZ,0.0004401792333222542,0.014037149925287732,0.0006446561808086,0.5239755884917175,-29.741956952471014,280,0.7056913175613584,0.0001363665400692028,0.02287726611056002,-0.019711575755430255,-0.03175702137389682,0.0003388494411624135,0.44763942300919884,0.0008800545504633763
MDT,0.00022279026184583435,0.016509036222537736,0.0006189292406095,0.5239755884917175,-39.88458669878933,294,0.8490449571987387,-0.00014273872897534342,0.006283991469870807,-0.0235980186774127,-0.03900798371185356,0.0003834998292498993,1.2233401708808085,-0.01739308408507085
MET,0.0004333716839867381,0.022466800765641587,0.0009420847006558,0.5265911072362686,-57.03852384520036,764,1.240090687188409,-0.00010050946514611882,0.013990601875982892,-0.03421915584997027,-0.05240288192049681,0.0005052989244675701,1.164721081911941,0.00018851147701184147
MGM,0.0005529922063051453,0.035214893479082056,0.0003524258455211,0.5030514385353095,-81.22534815759023,771,1.6489361496238022,-0.0001569042032903516,0.012322757344567661,-0.04439276821807623,-0.07733236139157099,0.0006326421060688537,2.2425066910595945,0.004298543861992971
MHK,-0.00016137481438774777,0.030205604723701315,0.0,0.4986922406277245,-79.12901147194243,11,1.1900013767822515,-0.0006736916224000841,-0.009283788091662632,-0.03925337543930148,-0.07078924991914734,0.0004896975964906396,-5.653785320751753,-0.023125674687327583
MKC,0.0005784307450597253,0.01615239508174061,0.0008146826226158,0.5370531822144725,-34.114719560032384,100,0.5826098675114739,0.000327606810345417,0.028440557805041154,-0.02159613546086027,-0.03783214325495897,0.0003005132362010376,0.4510477167836217,0.009750839606634556
MKTX,0.0004699912476032754,0.02195008174188781,0.0013781275704316,0.5283347863993025,-57.619597917781796,183,0.7163830004260507,0.00016157559426598393,0.0159882606672003,-0.034154999215380386,-0.05099558447158976,0.0003421795818579997,1.0251384274335558,0.001971061370605274
MLM,0.0005848218322079071,0.022355105887607345,0.0004416402184699,0.5108979947689625,-48.46231312840722,377,1.0008314000626533,0.00015394607168982613,0.02083524969651305,-0.03251149236565574,-0.05078512748485645,0.00043077678432014606,0.854535059608501,0.008719243196688223
MMC,0.0006957750797771208,0.015029177665989745,0.0015602450432485,0.5632083696599826,-35.797401087723635,278,0.835394328387652,0.00033612292802210226,0.038373853416784495,-0.021994073259594446,-0.03547681204894882,0.0003792480650422028,0.3246396542230866,0.026383088897303064
MMM,-0.00034748307042249406,0.016899931536830004,0.0005645689407669,0.5187445510026155,-54.42524048979094,3,0.8174719278329562,-0.0006994193092187157,-0.027605478072701254,-0.025498951259490688,-0.042113745048688346,0.0003736657711970602,-0.8219326645245758,-0.060126112928090295
MNST,0.0005425108285653505,0.01854972403840654,0.0010933574800142,0.5292066259808196,-30.416487861391083,508,0.8970547559968761,0.00015631276344437313,0.022828544976785967,-0.028199953450800015,-0.043798257150951266,0.0003984534513118255,0.6342587903931364,0.007994174142279462
MO,-0.0002657429922941319,0.01733037934313515,0.0007288101321361,0.5248474280732345,-56.14868609368966,10,0.5988350761276586,-0.000523552168580223,-0.022203242278950628,-0.03007465755366641,-0.045598252796228304,0.0003055669053185126,-1.13019743468734,-0.04289427081912115
MOS,0.0011046026201823784,0.03289205643783753,0.0012779845527912,0.5152571926765476,-81.04893238498373,625,1.2341615283425775,0.0005732740796375117,0.029963313573821475,-0.047851605393194094,-0.07449644681354337,0.0005034521681231313,0.9794358232929609,0.023713944519856096
MPC,0.00072118942351919,0.03074098347109091,0.0011225095275673,0.5196163905841326,-80.76166112205688,884,1.3647637316314107,0.0001336343060864576,0.01958759078211764,-0.04150598893947083,-0.06912223340355236,0.0005441308636670882,1.310346538581398,0.01164851822377711
MPWR,0.0015835821222343527,0.029735931359549255,0.0023437732189919,0.5457715780296426,-37.302287708446855,151,1.6273807408312075,0.0008829657004132261,0.04925134126382155,-0.046620088321476266,-0.06693375776128863,0.0006259282383888399,0.5583705457423503,0.05351451588315805
MRK,0.000567355803358363,0.01489824358925631,0.0002659481635471,0.5117698343504795,-27.857449573780492,460,0.5886068088619071,0.00031395007847940913,0.030091344769932207,-0.021416795469186102,-0.03434661240209293,0.0003023811047763459,0.391214227000019,0.00995436252416032
MRO,0.0010326771374730096,0.038612644925857545,0.0007320811854714,0.5047951176983435,-86.99458142840284,860,1.3682075539522494,0.0004436393931347988,0.023661407297524046,-0.053844477299783186,-0.07863475374081798,0.0005452035117248478,1.4437584546693036,0.01762803633412326
MS,0.0006567012611285835,0.022738051813727577,0.000623495317126,0.5117698343504795,-52.79239596337486,681,1.3125857071489357,9.160971346375605e-05,0.02364554564680728,-0.033046734794365484,-0.048783238592563755,0.0005278789634804303,0.7872971027880005,0.015444584306579455
MSCI,0.0013244163910444817,0.022296916603051116,0.002048007645043,0.5571054925893636,-43.85248124648208,120,1.210565142516323,0.0008032465152734509,0.054059886102454165,-0.03396472742757143,-0.05081856854149526,0.0004961025969000399,0.3753747638318976,0.05861524117936974
MSFT,0.0011457338616250447,0.019183467375595092,0.0014283801305225,0.5475152571926766,-29.392904651664708,112,1.1966282496340206,0.0006305640667063385,0.05351932591099562,-0.02969761081303697,-0.04353656417721472,0.0004917616699622752,0.3211962506096861,0.06859325393661424
MSI,0.0009607197384459628,0.018591137846151472,0.0016228814877712,0.5510026155187445,-33.07543475908291,277,0.9379047873740651,0.0005569350065440152,0.045272759868895125,-0.027997596920818282,-0.04281950525233456,0.0004111770191193208,0.3597619499040262,0.0392362382724971
MTB,0.0003025643623787685,0.02449956766980336,0.0005525315274601,0.5170008718395815,-55.2360146501738,14,1.105110400756637,-0.00017320536702085734,0.00749061149994662,-0.03571160341687866,-0.05352726915599612,0.00046325658645240714,1.983805400240333,-0.0066093960022439655
MTCH,0.0012227071343602447,0.032773595203462326,0.0003749847412108,0.5030514385353095,-63.53899592942458,174,1.1576107311934536,0.0007243350767333093,0.03367526536106209,-0.04663850789077458,-0.0672504314017446,0.0004796088753420005,0.878467551530574,0.027518494598137613
MTD,0.00077485586239907,0.01925205829390266,0.0015226868704889,0.5527462946817786,-35.53300515102523,273,1.0060404428519951,0.0003417375160935243,0.03406431838818775,-0.03238575674954895,-0.04560826937846607,0.00043239924596602243,0.4783363804001738,0.025506664866920343
MU,0.0007451951239614597,0.03048033361247126,0.0008916833478176,0.5213600697471665,-53.65697707959012,627,1.4995416165821034,9.961572424150818e-05,0.020542672297315264,-0.048253945872077125,-0.06662168903353927,0.0005861101596506535,1.246721438794055,0.013338078359531422
NCLH,-0.00022680855333805127,0.04693162716653672,-0.0002358651020798,0.4925893635571055,-87.24766134579099,4,1.8226789659095708,-0.0010115043428261029,-0.007369362480410084,-0.06290444136567801,-0.11176817296221948,0.0006867578173559599,-9.71117533303928,-0.01590131053716371
NDAQ,0.0008501749102801375,0.017121326719072724,0.0009765848735703,0.5318221447253705,-38.60284677292734,198,0.9410043439606555,0.0004450557640088642,0.04270272410712548,-0.02615646598666102,-0.038716272674860414,0.00041214243865690957,0.344799434888807,0.03694799939750465
NEE,0.0007864765713944523,0.016975633895958495,0.0014091148500119,0.5448997384481256,-35.63177560897009,204,0.7190494326572365,0.00047691297144456435,0.03931687950137359,-0.0228099327405456,-0.03917969873680495,0.0003430100960621217,0.36640906627221587,0.024764607550673376
NEM,0.00035719832122378865,0.021052876385616703,0.0,0.4978204010462075,-47.79910898101743,423,0.299455477291727,0.00022827739956675383,0.011312026813536692,-0.032614017281421034,-0.048727137858592555,0.00021231907912230543,1.240833390788455,-0.003222729750531647
NFLX,0.0005273199278381801,0.029530535007429696,0.000606281102498,0.5100261551874455,-75.94731823071542,444,1.0761444042717694,6.402057633017529e-05,0.01382542878711281,-0.04274580331539587,-0.06702116229070397,0.00045423454147565135,1.6537446278583263,0.003776193435221295
NI,0.00026597769571361175,0.01713190551139423,0.0009452012243809,0.5265911072362686,-31.740834506234016,628,0.6666893429781893,-2.104395215539413e-05,0.008576400130637613,-0.02212956261496269,-0.040683926375817164,0.00032670148799065005,1.1034842063124153,-0.010816472824309089
NKE,0.0006755058481009381,0.020164770254310446,0.0005440081081384,0.5143853530950305,-43.00039240816961,139,1.026398377982749,0.0002336230477809678,0.02759556503919849,-0.02925723423270771,-0.04498235617683686,0.0004387401362744049,0.6019458758976786,0.01688087025631468
NLOK,0.00024762343216572837,0.026230735786834422,0.0003907865893788,0.5047951176983435,-43.92965811694505,1028,0.6216867449796335,-2.0023794959980203e-05,0.0049017234652885084,-0.02974577137147056,-0.056340902176244455,0.0003126845193900379,2.778620318363974,-0.007216300139474222
NLSN,-5.996450646537951e-06,0.027146942327700565,-0.0004113627766979,0.4847428073234525,-69.22876941585355,6,1.0158111427718586,-0.0004433212574593195,-0.004606193514713547,-0.03604412653155978,-0.05859170044636611,0.00043544252791136975,-122.89878149317917,-0.018704930367275812
NOC,0.0005088888858170699,0.018120019508543736,0.0007342044587215,0.5187445510026155,-37.163570676169655,426,0.6621594814443814,0.00022381742409659895,0.021514395532832485,-0.02679529387699007,-0.04362341792473637,0.00032529057107233026,0.645199995796395,0.004788236229558699
NOW,0.0014201534948058226,0.02715794971850335,0.0023339800338091,0.5440278988666085,-41.252331883465786,127,1.299647075973564,0.0008606322585315072,0.047908840293335156,-0.04373188296736425,-0.05991011674585112,0.0005238489653250815,0.5193482504604912,0.047199036881618577
NRG,0.00043272620645760094,0.021944618031782295,0.0010427767176977,0.5239755884917175,-49.296748183796566,498,0.8998338547400574,4.533168978199792e-05,0.014294101039064911,-0.03040059724874774,-0.050323886375736114,0.0003993190577779771,1.112865949356384,0.00012109448689286444
NTAP,0.0004889868050753711,0.024234212272104004,0.0015934371577039,0.5387968613775065,-59.79299452873791,751,1.124424639059256,4.901951752827346e-06,0.015265162402393784,-0.0373563880911163,-0.05830820052815092,0.00046927239629167993,1.2010488593017798,0.003104616242219647
NTRS,0.0002119721500398978,0.021410214828121683,0.0003221864364755,0.5074106364428945,-44.2622926170512,694,1.1498616929309515,-0.0002830638084654171,0.004340196104441938,-0.03284951131471562,-0.04851473675613229,0.0004771952807754397,2.1625354977059073,-0.014855388289783406
